"","Name","FeatureType","TownFlowType","SHAPESTLength"
"419","Clark Branch","STREAM","perennial",867.08961079063
"420","White Oak Creek","STREAM","perennial",2398.08701494515
"421","Clark Branch","STREAM","perennial",2425.6527842627
"422","White Oak Creek","STREAM","intermittent",696.421608197692
"423","White Oak Creek","STREAM","intermittent",216.088179814687
"424","Jack Branch","STREAM","intermittent",1856.95689627104
"425","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1205.98874643751
"426","Rocky Ford Branch","STREAM","perennial",1168.81712335816
"427","Jack Branch","STREAM","intermittent",756.37002441056
"428","B Everett Jordan Lake","LAKE FLOWLINE","N/A",497.736969759524
"429","Rocky Ford Branch","STREAM","perennial",231.152240351932
"430","Jack Branch","STREAM","intermittent",1114.64247782202
"431","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2377.23332173918
"432","B Everett Jordan Lake","LAKE FLOWLINE","N/A",774.823547439849
"433","Jack Branch","STREAM","perennial",870.542233816681
"434","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1212.89490019953
"435","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3544.48665813633
"436","B Everett Jordan Lake","LAKE FLOWLINE","N/A",262.183197626975
"437","White Oak Creek","STREAM","perennial",1839.5615358649
"438","White Oak Creek","STREAM","perennial",2484.54681115244
"439","White Oak Creek","STREAM","perennial",883.624581717266
"440","Rocky Ford Branch","STREAM","perennial",357.385748135086
"441","White Oak Creek","STREAM","perennial",1678.67461719846
"442","White Oak Creek","STREAM","perennial",1484.09167095422
"443","White Oak Creek","STREAM","perennial",616.577064967154
"444","White Oak Creek","STREAM","perennial",1023.78878187701
"445","White Oak Creek","STREAM","perennial",495.933173357667
"446","White Oak Creek","STREAM","perennial",2092.06905851617
"447","Mill Branch","STREAM","intermittent",1939.39406286639
"448","White Oak Creek","STREAM","perennial",689.63977564269
"449","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3597.4606431057
"450","B Everett Jordan Lake","LAKE FLOWLINE","N/A",306.692808594524
"451","Mill Branch","STREAM","intermittent",221.619991914008
"452","Bachelor Branch","STREAM","perennial",1505.09252003918
"453","B Everett Jordan Lake","LAKE FLOWLINE","N/A",186.120232087882
"454","B Everett Jordan Lake","LAKE FLOWLINE","N/A",138.132687016388
"455","B Everett Jordan Lake","LAKE FLOWLINE","N/A",293.401801827147
"456","Mill Branch","STREAM","intermittent",2588.43474126041
"457","Mill Branch","STREAM","intermittent",116.423202944321
"458","Rocky Ford Branch","STREAM","perennial",1451.01963139348
"459","White Oak Creek","STREAM","perennial",1851.28082019037
"460","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3108.4170011801
"461","White Oak Creek","STREAM","perennial",3404.0331185445
"462","White Oak Creek","STREAM","perennial",806.753492119595
"463","Bachelor Branch","STREAM","perennial",1284.9947023001
"464","Rocky Ford Branch","STREAM","perennial",924.524991092216
"465","Bachelor Branch","STREAM","perennial",259.36025966214
"466","Bachelor Branch","STREAM","perennial",109.283955411495
"467","B Everett Jordan Lake","LAKE FLOWLINE","N/A",88.223829516775
"468","B Everett Jordan Lake","LAKE FLOWLINE","N/A",236.317662634312
"469","Folkner Branch","STREAM","intermittent",170.95535496684
"470","Rocky Ford Branch","STREAM","perennial",864.396826121722
"471","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1127.87019470722
"472","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2527.6463740653
"473","Rocky Ford Branch","STREAM","intermittent",590.855065961074
"474","Folkner Branch","STREAM","intermittent",553.959893184475
"475","Bachelor Branch","STREAM","perennial",1579.77869122211
"476","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2824.5203916293
"477","Bachelor Branch","STREAM","perennial",581.002946314583
"478","Folkner Branch","STREAM","perennial",3142.7171295501
"479","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2667.88993208213
"480","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3575.25774851285
"481","Folkner Branch","STREAM","intermittent",3665.86387145707
"482","Bachelor Branch","STREAM","intermittent",4418.03768359871
"483","Bachelor Branch","STREAM","intermittent",886.275780233247
"484","Bachelor Branch","STREAM","perennial",2279.66391347061
"485","Bachelor Branch","STREAM","perennial",210.20129373553
"486","Bachelor Branch","STREAM","intermittent",2585.23863817297
"487","Bachelor Branch","STREAM","intermittent",2052.07614252957
"488","Bachelor Branch","STREAM","intermittent",914.141223061854
"489","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1498.45493309695
"490","Lick Branch","STREAM","intermittent",1368.99967296476
"491","Bush Creek","STREAM","perennial",328.33900922145
"492","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1662.32725952957
"493","Lick Branch","STREAM","intermittent",235.896467535951
"494","Bush Creek","STREAM","intermittent",3904.03338456238
"495","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2243.03264584401
"496","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3618.966768202
"497","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3728.35085179509
"498","Lick Branch","STREAM","intermittent",3456.70105288133
"499","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2953.65115420041
"500","Lick Branch","STREAM","perennial",2549.84429237875
"501","Lick Branch","STREAM","intermittent",1461.10511513761
"502","B Everett Jordan Lake","LAKE FLOWLINE","N/A",107.934925522254
"503","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1484.55169378456
"504","B Everett Jordan Lake","LAKE FLOWLINE","N/A",275.573553193629
"505","Lick Branch","STREAM","perennial",934.460359200055
"506","Bush Creek","STREAM","perennial",5015.12149080389
"507","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1236.57565195258
"508","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3930.63704224898
"509","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1203.67094803195
"510","Bush Creek","STREAM","perennial",1265.80092343999
"511","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1064.67992602368
"512","B Everett Jordan Lake","LAKE FLOWLINE","N/A",900.058366768616
"513","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2432.51419693958
"514","Indian Creek","STREAM","intermittent",4231.67159291477
"515","Bush Creek","STREAM","perennial",2263.77396237277
"516","Bush Creek","STREAM","perennial",56.3755397013714
"517","B Everett Jordan Lake","LAKE FLOWLINE","N/A",4010.21192241786
"518","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2653.92329566288
"519","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1942.58048503503
"520","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3519.09297133961
"521","Bush Creek","STREAM","perennial",2242.36511744824
"522","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2051.47943666102
"523","Bush Creek","STREAM","perennial",1075.26256651348
"524","Indian Creek","STREAM","intermittent",2169.93383420529
"525","Bush Creek","STREAM","perennial",527.915973631546
"526","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1951.36306126594
"527","Indian Creek","STREAM","intermittent",417.59468829472
"528","Panther Creek","STREAM","intermittent",323.625784615386
"529","Bush Creek","STREAM","perennial",1087.49877724051
"530","Panther Creek","STREAM","intermittent",547.292165820486
"531","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1327.85796487996
"532","Panther Creek","STREAM","intermittent",2955.33659199436
"533","B Everett Jordan Lake","LAKE FLOWLINE","N/A",955.890929572904
"534","Panther Creek","STREAM","intermittent",782.277023669381
"535","Bush Creek","STREAM","perennial",592.031638232268
"536","B Everett Jordan Lake","LAKE FLOWLINE","N/A",4543.23670881737
"537","Indian Creek","STREAM","perennial",386.829413527431
"538","Indian Creek","STREAM","perennial",5810.03909322147
"539","Panther Creek","STREAM","intermittent",756.306159132227
"540","Panther Creek","STREAM","intermittent",568.734055630409
"541","Herndon Creek","STREAM","perennial",934.322503038743
"542","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2618.81556737945
"543","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1852.02046575551
"544","B Everett Jordan Lake","LAKE FLOWLINE","N/A",403.813022197886
"545","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2029.4481887904
"546","Panther Creek","STREAM","intermittent",1353.28588918293
"547","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1051.9927685224
"548","B Everett Jordan Lake","LAKE FLOWLINE","N/A",5110.18343745748
"549","Herndon Creek","STREAM","perennial",608.987022383996
"550","Panther Creek","STREAM","perennial",2364.71364062774
"551","Panther Creek","STREAM","perennial",122.213995839319
"552","Indian Creek","STREAM","perennial",2271.76206400003
"553","Panther Creek","STREAM","intermittent",2288.68571755206
"554","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2069.67266183928
"555","Panther Creek","STREAM","perennial",1514.13842636212
"556","Indian Creek","STREAM","perennial",3731.94802577334
"557","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1254.82187283262
"558","B Everett Jordan Lake","LAKE FLOWLINE","N/A",227.981372565332
"559","Indian Creek","STREAM","perennial",1973.38537500961
"560","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2120.04406512296
"561","B Everett Jordan Lake","LAKE FLOWLINE","N/A",666.864450676529
"562","Panther Creek","STREAM","perennial",1643.418335196
"563","Overcup Creek","STREAM","perennial",258.32266152567
"564","Overcup Creek","STREAM","perennial",1253.91999589464
"565","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2645.976192241
"566","B Everett Jordan Lake","LAKE FLOWLINE","N/A",42.4982207364496
"567","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3916.60257055026
"568","Morris Branch","STREAM","intermittent",53.2884807603937
"569","Morris Branch","STREAM","intermittent",2576.29061055133
"570","Morris Branch","STREAM","perennial",613.57638159182
"571","Morris Branch","STREAM","intermittent",5666.49864082449
"572","Morris Branch","STREAM","perennial",861.928850071418
"573","Morris Branch","STREAM","intermittent",789.873559726839
"574","B Everett Jordan Lake","LAKE FLOWLINE","N/A",4192.05908954276
"575","Herndon Creek","STREAM","intermittent",4867.80394199161
"576","Morris Branch","STREAM","intermittent",36.3037357907954
"577","Panther Creek","STREAM","perennial",2830.4564679968
"578","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1127.74717195455
"579","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1439.2713643028
"580","Northeast Creek","STREAM","intermittent",140.08251856702
"581","B Everett Jordan Lake","LAKE FLOWLINE","N/A",3771.92920244346
"582","Northeast Creek","STREAM","intermittent",111.413719291655
"583","Panther Creek","STREAM","perennial",1350.38254524268
"584","Panther Creek","STREAM","perennial",147.000655704253
"585","Morris Branch","STREAM","perennial",3066.47490610381
"586","Panther Creek","STREAM","perennial",421.532959613946
"587","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2364.07265871075
"588","Nancy Branch","STREAM","perennial",635.10211409668
"589","Morris Branch","STREAM","perennial",3309.54021319348
"590","Northeast Creek","STREAM","perennial",36.1741231862803
"591","Northeast Creek","STREAM","perennial",1335.72072047578
"592","Northeast Creek","STREAM","perennial",75.0038395632152
"593","Cub Creek","STREAM","perennial",945.413941422473
"594","Northeast Creek","STREAM","intermittent",3816.75884174959
"595","B Everett Jordan Lake","LAKE FLOWLINE","N/A",5584.39264637662
"596","Overcup Creek","STREAM","perennial",2571.16597427034
"597","Jones Branch","STREAM","intermittent",4279.01842837709
"598","Nancy Branch","STREAM","perennial",1284.68704218567
"599","Cub Creek","STREAM","perennial",773.793348567263
"600","Cub Creek","STREAM","perennial",792.804675032991
"601","Panther Creek","STREAM","perennial",3287.18057409579
"602","Northeast Creek","STREAM","perennial",3047.88323495447
"603","Nancy Branch","STREAM","perennial",2999.60923861547
"604","Nancy Branch","STREAM","intermittent",2480.11109191631
"605","Nancy Branch","STREAM","perennial",725.618099462293
"606","Nancy Branch","STREAM","intermittent",3729.21505187846
"607","Nancy Branch","STREAM","perennial",1047.66648751095
"608","Northeast Creek","STREAM","perennial",3333.27721550224
"609","Nancy Branch","STREAM","perennial",4081.99722119786
"610","Cub Creek","STREAM","perennial",1359.55401172835
"611","Panther Creek","STREAM","perennial",3714.94608691129
"612","Northeast Creek","STREAM","perennial",959.439084733
"613","Northeast Creek","STREAM","perennial",90.5400644988323
"614","Overcup Creek","STREAM","perennial",4074.02718306834
"615","Overcup Creek","STREAM","intermittent",1684.75150289428
"616","Overcup Creek","STREAM","intermittent",2749.19264164207
"617","B Everett Jordan Lake","LAKE FLOWLINE","N/A",5880.49661466067
"618","Cub Creek","STREAM","perennial",5008.64776069703
"619","B Everett Jordan Lake","LAKE FLOWLINE","N/A",5876.54693326738
"620","Cub Creek","STREAM","intermittent",4265.73041188189
"621","Northeast Creek","STREAM","perennial",3376.49562780222
"622","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1305.94237012275
"623","Cub Creek","LAKE FLOWLINE","N/A",330.370152796924
"624","Northeast Creek","STREAM","perennial",773.529273081601
"625","B Everett Jordan Lake","LAKE FLOWLINE","N/A",617.396319670456
"626","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1297.49005035434
"627","Cub Creek","STREAM","perennial",2955.72345998455
"628","Cub Creek","STREAM","perennial",7948.93778461823
"629","B Everett Jordan Lake","LAKE FLOWLINE","N/A",7610.3128269756
"630","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2332.02318488823
"631","B Everett Jordan Lake","LAKE FLOWLINE","N/A",874.861466374874
"632","B Everett Jordan Lake","LAKE FLOWLINE","N/A",20.0576291890883
"633","Kit Creek","STREAM","intermittent",4274.99850283451
"634","B Everett Jordan Lake","LAKE FLOWLINE","N/A",928.960994868526
"635","West Branch Price Creek","STREAM","intermittent",419.540521408149
"636","B Everett Jordan Lake","LAKE FLOWLINE","N/A",745.808496870318
"637","Cub Creek","STREAM","perennial",3289.45788234842
"638","Price Creek","STREAM","intermittent",1915.0114841486
"639","Kit Creek","STREAM","perennial",924.697872397332
"640","East Branch Price Creek","STREAM","intermittent",4199.33530643956
"641","B Everett Jordan Lake","LAKE FLOWLINE","N/A",2316.70245236164
"642","Kit Creek","STREAM","perennial",1268.49677659791
"643","Kit Creek","STREAM","perennial",795.799462676623
"644","Northeast Creek","STREAM","perennial",2608.45007006518
"645","Kit Creek","STREAM","perennial",2827.18174737607
"646","Cub Creek","STREAM","perennial",3925.86109928014
"647","Long Branch","STREAM","perennial",1599.44384535455
"648","Wilson Creek","STREAM","intermittent",2351.46169494384
"649","Cub Creek","STREAM","perennial",1893.72611450854
"650","Crooked Creek","STREAM","perennial",4866.87151477078
"651","Cub Creek","STREAM","perennial",486.942256120711
"652","Kit Creek","STREAM","perennial",610.38671384443
"653","Cub Creek","STREAM","perennial",71.317021215188
"654","Cub Creek","STREAM","perennial",1331.8060181363
"655","Wilson Creek","STREAM","intermittent",1418.18595114186
"656","Northeast Creek","STREAM","perennial",866.698818212045
"657","Northeast Creek","STREAM","perennial",563.817372781006
"658","Wilson Creek","STREAM","perennial",626.067560819393
"659","West Branch Price Creek","STREAM","intermittent",3510.07603525
"660","Cub Creek","STREAM","perennial",1422.02310718869
"661","Wilson Creek","STREAM","perennial",406.049685039497
"662","Wilson Creek","STREAM","perennial",69.6515918772126
"663","Wilson Creek","CULVERT","perennial",43.0399497251131
"664","Price Creek","STREAM","perennial",3274.37563068615
"665","Long Branch","STREAM","perennial",1674.10388484913
"666","Northeast Creek","STREAM","perennial",479.874680336539
"667","Northeast Creek","STREAM","perennial",50.2207236246924
"668","Kit Creek","STREAM","perennial",207.225537726894
"669","Northeast Creek","STREAM","perennial",712.679148975973
"670","Price Creek","STREAM","perennial",673.885834200614
"671","Price Creek","STREAM","perennial",51.6474036681224
"672","Cub Creek","STREAM","perennial",1694.17074412658
"673","Kit Creek","STREAM","perennial",4607.23369661548
"674","Northeast Creek","STREAM","perennial",2296.60852106099
"675","Cub Creek","STREAM","perennial",794.249882047757
"676","Cub Creek","STREAM","perennial",2319.91318682371
"677","B Everett Jordan Lake","LAKE FLOWLINE","N/A",984.95038812124
"678","B Everett Jordan Lake","LAKE FLOWLINE","N/A",5422.9041058393
"679","Wilson Creek","STREAM","perennial",971.716085499533
"680","Big Branch","STREAM","perennial",1567.53484093349
"681","Crooked Creek","STREAM","perennial",2946.73164158065
"682","Price Creek","STREAM","perennial",651.678919868393
"683","B Everett Jordan Lake","LAKE FLOWLINE","N/A",393.842715522351
"684","Cumbo Branch","STREAM","intermittent",2177.25617662723
"685","Northeast Creek","STREAM","perennial",1790.11563665821
"686","Obeys Creek","STREAM","perennial",1512.48905180892
"687","Price Creek","STREAM","perennial",491.731891128594
"688","Wilson Creek","STREAM","perennial",157.951150111982
"689","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1329.69890505404
"690","Long Branch","STREAM","perennial",1848.74209367967
"691","Price Creek","STREAM","perennial",275.058095807798
"692","Price Creek","STREAM","perennial",211.080720387854
"693","Wilson Creek","STREAM","perennial",580.306298771913
"694","Fan Branch","STREAM","perennial",301.184901200366
"695","B Everett Jordan Lake","LAKE FLOWLINE","N/A",951.974096944318
"696","Wilson Creek","STREAM","perennial",288.466373565972
"697","Price Creek","STREAM","perennial",413.730174277844
"698","Price Creek","STREAM","perennial",31.8809058781804
"699","Price Creek","STREAM","perennial",31.8809058781804
"700","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1514.43700133785
"701","Wilson Creek","STREAM","perennial",306.230838468091
"702","Fan Branch","STREAM","perennial",266.469926864988
"703","Crooked Creek","STREAM","perennial",2274.57449786485
"704","Northeast Creek","STREAM","perennial",2004.10429381735
"705","Northeast Creek","STREAM","intermittent",49.2482339046548
"706","Wilson Creek","STREAM CENTERLINE","perennial",525.451115709484
"707","Northeast Creek","STREAM","perennial",746.064810990968
"708","Northeast Creek","STREAM","perennial",140.968491894249
"709","Northeast Creek","STREAM","perennial",436.173098836207
"710","New Hope Creek","STREAM","perennial",1103.41141384012
"711","B Everett Jordan Lake","LAKE FLOWLINE","N/A",834.61225361248
"712","B Everett Jordan Lake","LAKE FLOWLINE","N/A",41.4572328369675
"713","Wilson Creek","STREAM","perennial",28.1888574403883
"714","B Everett Jordan Lake","LAKE FLOWLINE","N/A",256.772873099924
"715","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1250.09921190393
"716","Big Branch","STREAM","intermittent",726.258084157425
"717","Price Creek","STREAM","perennial",1597.76007254657
"718","Pritchard's Mill Creek","STREAM","perennial",70.1490623651381
"719","Cumbo Branch","STREAM","intermittent",2661.29936960808
"720","Big Branch","STREAM","intermittent",2480.28825949648
"721","Fan Branch","STREAM","perennial",852.191365418435
"722","Wilson Creek","STREAM CENTERLINE","perennial",676.558071347988
"723","Fan Branch","STREAM","perennial",290.171811488751
"724","Big Branch","STREAM","intermittent",582.793276850583
"725","Big Branch","STREAM","intermittent",548.752233808095
"726","Pritchard's Mill Creek","STREAM","intermittent",1484.44176703741
"727","B Everett Jordan Lake","LAKE FLOWLINE","N/A",850.779081695128
"728","B Everett Jordan Lake","LAKE FLOWLINE","N/A",61.2837300854605
"729","Wilson Creek","STREAM CENTERLINE","perennial",207.013637031577
"730","Pritchard's Mill Creek","STREAM","intermittent",549.557285654942
"731","Pritchard's Mill Creek","STREAM","perennial",2602.29803339478
"732","B Everett Jordan Lake","LAKE FLOWLINE","N/A",165.716851839452
"733","Fan Branch","STREAM","perennial",563.098957174986
"734","Pritchard's Mill Creek","STREAM","perennial",1141.2378156802
"735","Pritchard's Mill Creek","STREAM","perennial",122.05324962707
"736","New Hope Creek","STREAM","perennial",1852.97939643617
"737","Price Creek","STREAM","perennial",875.497188037532
"738","Northeast Creek","STREAM","perennial",2350.77534651758
"739","Wilson Creek","STREAM CENTERLINE","perennial",469.34084737965
"740","Northeast Creek","STREAM","perennial",870.687179686312
"741","Buck Branch","STREAM","perennial",371.747590911431
"742","Buck Branch","STREAM","perennial",3629.65968249065
"743","B Everett Jordan Lake","LAKE FLOWLINE","N/A",1078.8265785256
"744","Buck Branch","STREAM","perennial",575.873946908739
"745","Buck Branch","STREAM","perennial",421.119412451576
"746","Fan Branch","STREAM","perennial",573.632866154084
"747","Price Creek","STREAM","perennial",357.818794250932
"748","Price Creek","STREAM","perennial",63.6787601043399
"749","Pritchard's Mill Creek","STREAM","intermittent",2483.17374528469
"750","Northeast Creek","STREAM","perennial",530.947084474169
"751","Price Creek","STREAM","perennial",241.88526268774
"752","Buck Branch","STREAM","perennial",458.375515428682
"753","Wilson Creek","STREAM CENTERLINE","perennial",460.971373231677
"754","Long Branch","STREAM","intermittent",3993.35584518157
"755","B Everett Jordan Lake","LAKE FLOWLINE","N/A",593.448533656774
"756","Fan Branch","STREAM","perennial",784.577968789108
"757","West Branch Price Creek","STREAM","unknown",82.5096798850525
"758","Buck Branch","STREAM","perennial",1565.08605233788
"759","B Everett Jordan Lake","LAKE FLOWLINE","N/A",513.916404264117
"760","Price Creek","STREAM","perennial",217.226247250204
"761","Buck Branch","STREAM","perennial",950.02684003895
"762","Buck Branch","CULVERT","intermittent",66.6490633265858
"763","Buck Branch","STREAM","perennial",252.96141269167
"764","West Branch Price Creek","STREAM","unknown",547.932060381955
"765","Price Creek","STREAM","perennial",317.304559681197
"766","Wilson Creek","STREAM CENTERLINE","perennial",611.048302694496
"767","Fan Branch","STREAM","perennial",602.859423565839
"768","Price Creek","STREAM","perennial",121.452249535405
"769","Buck Branch","STREAM","perennial",1348.46124982358
"770","Fan Branch","STREAM","perennial",558.583278261001
"771","Fan Branch","CULVERT","perennial",45.5474737207239
"772","Northeast Creek","STREAM","intermittent",2010.42322520849
"773","Northeast Creek","STREAM","intermittent",638.325911015236
"774","Buck Branch","STREAM","perennial",189.512744386314
"775","Buck Branch","STREAM","perennial",2336.80800121326
"776","Wilson Creek","STREAM CENTERLINE","perennial",604.518501480148
"777","New Hope Creek","STREAM","perennial",2049.53348599385
"778","Northeast Creek","STREAM","intermittent",702.829187470221
"779","Price Creek","STREAM","perennial",469.423254382048
"780","Fan Branch","STREAM","perennial",360.369151781434
"781","Wilson Creek","STREAM CENTERLINE","perennial",282.998262284726
"782","Price Creek","CULVERT","perennial",66.6278948002214
"783","Northeast Creek","STREAM","intermittent",1127.89513499023
"784","New Hope Creek","STREAM","perennial",695.563868112389
"785","Fan Branch","STREAM","perennial",558.436799113782
"786","Wilson Creek","STREAM CENTERLINE","perennial",637.483850170967
"787","New Hope Creek","STREAM","perennial",169.294533209949
"788","Fan Branch","STREAM","perennial",337.371354469691
"789","Crooked Creek","STREAM","perennial",4095.10425244473
"790","Fan Branch","STREAM","perennial",384.903529896126
"791","Pritchard's Mill Creek","STREAM","perennial",3788.82222263873
"792","New Hope Creek","STREAM","perennial",1087.99736802151
"793","Buck Branch","STREAM","intermittent",551.119557371678
"794","Wilson Creek","STREAM CENTERLINE","perennial",696.441542578748
"795","Pritchard's Mill Creek","STREAM","perennial",1631.40763956115
"796","Pritchard's Mill Creek","STREAM","perennial",289.506563053587
"797","Pritchard's Mill Creek","STREAM","perennial",591.831912926412
"798","New Hope Creek","STREAM","perennial",537.765529954089
"799","Northeast Creek","STREAM","perennial",2068.80980547289
"800","New Hope Creek","STREAM","perennial",781.695852430994
"801","Wilson Creek","STREAM","perennial",182.76264858082
"802","Fan Branch","STREAM","perennial",1031.34278778295
"803","Crooked Creek","STREAM","perennial",872.958104515437
"804","Fan Branch","CULVERT","perennial",127.386887353695
"805","Neville Creek","STREAM","intermittent",1366.97869854941
"806","Northeast Creek","STREAM","perennial",586.315927358963
"807","Stillhouse Bottom","STREAM","unknown",637.672774213309
"808","Northeast Creek","STREAM","perennial",204.782993405059
"809","Fan Branch","STREAM","perennial",769.476344710473
"810","Neville Creek","STREAM","intermittent",478.175496667428
"811","Wilson Creek","STREAM","perennial",241.781429141647
"812","Stillhouse Bottom","STREAM","intermittent",339.917105864165
"813","Fan Branch","CULVERT","perennial",96.3179168983429
"814","Northeast Creek","STREAM","perennial",386.92470918359
"815","Wilson Creek","STREAM CENTERLINE","perennial",59.9673838044421
"816","Fan Branch","STREAM","perennial",17.7318552404012
"817","Fan Branch","CULVERT","perennial",81.8134737966886
"818","Northeast Creek","STREAM","perennial",121.762124922778
"819","Wilson Creek","STREAM CENTERLINE","perennial",165.866660970107
"820","Stillhouse Bottom","STREAM","intermittent",292.567164166651
"821","Fan Branch","STREAM","perennial",280.049336769676
"822","Northeast Creek","STREAM","perennial",413.739283233047
"823","Crooked Creek","STREAM","perennial",1271.48923796572
"824","Fan Branch","CULVERT","perennial",118.365461947992
"825","University Lake","LAKE FLOWLINE","N/A",937.601662042569
"826","Northeast Creek","STREAM","perennial",289.599465600296
"827","Stillhouse Bottom","STREAM","intermittent",412.887976289063
"828","Fan Branch","STREAM","perennial",721.517975249791
"829","Northeast Creek","STREAM","perennial",229.481117805519
"830","Neville Creek","STREAM","intermittent",1578.57907272301
"831","Stillhouse Bottom","STREAM","intermittent",325.053508658817
"832","Northeast Creek","STREAM","perennial",125.772422736419
"833","Fan Branch","STREAM","perennial",326.883403520242
"834","Morgan Creek","STREAM CENTERLINE","perennial",208.421335162676
"835","University Lake","LAKE FLOWLINE","N/A",650.075695996247
"836","Fan Branch","CULVERT","perennial",99.844315657542
"837","Northeast Creek","STREAM","perennial",235.549500425643
"838","Fan Branch","STREAM","perennial",445.242799222699
"839","University Lake","LAKE FLOWLINE","N/A",873.522876076712
"840","Stillhouse Bottom","STREAM","perennial",603.043083891807
"841","Crooked Creek","STREAM","perennial",1372.88343335377
"842","Wilson Creek","STREAM","perennial",768.117671562239
"843","Fan Branch","STREAM","perennial",395.17610834878
"844","Stillhouse Bottom","STREAM","perennial",244.714965411869
"845","Wilson Creek","STREAM CENTERLINE","perennial",59.9848259290088
"846","Neville Creek","STREAM","intermittent",1695.92305615879
"847","Wilson Creek","STREAM CENTERLINE","perennial",498.916161321665
"848","Fan Branch","STREAM CENTERLINE","perennial",1237.05582011103
"849","New Hope Creek","STREAM","intermittent",1241.25727222295
"850","Wilson Creek","STREAM CENTERLINE","perennial",204.578273381584
"851","Northeast Creek","STREAM","perennial",2062.22813406519
"852","Burdens Creek","STREAM","perennial",4524.63847569154
"853","Crooked Creek","STREAM","perennial",293.339079449308
"854","Neville Creek","STREAM","perennial",2243.43277308945
"855","Neville Creek","STREAM","perennial",194.154155267516
"856","Northeast Creek","STREAM","perennial",374.872172428199
"857","Burdens Creek","STREAM","perennial",806.932802412219
"858","University Lake","LAKE FLOWLINE","N/A",585.664123437781
"859","Burdens Creek","STREAM","perennial",232.896436711533
"860","Morgan Creek","STREAM CENTERLINE","perennial",1141.05136361823
"861","Morgan Creek","STREAM CENTERLINE","perennial",1402.53241771147
"862","Burdens Creek","STREAM","perennial",210.142858579282
"863","Burdens Creek","STREAM","perennial",769.066480791711
"864","Morgan Creek","STREAM CENTERLINE","perennial",307.887396700433
"865","Morgan Creek","STREAM CENTERLINE","perennial",220.687073214903
"866","Neville Creek","STREAM","perennial",1391.7236559757
"867","Northeast Creek","STREAM","intermittent",441.003240387191
"868","Morgan Creek","STREAM CENTERLINE","perennial",232.407895026074
"869","Crooked Creek","STREAM","perennial",519.401250393579
"870","Morgan Creek","STREAM CENTERLINE","perennial",555.723003024074
"871","Morgan Creek","STREAM CENTERLINE","perennial",735.960871471501
"872","University Lake","LAKE FLOWLINE","N/A",124.734213219762
"873","Wilson Creek","STREAM CENTERLINE","perennial",916.25727057703
"874","Battle Branch","STREAM","perennial",410.950229036916
"875","Phils Creek","STREAM","perennial",1479.37164056041
"876","Morgan Creek","STREAM CENTERLINE","perennial",155.296087705965
"877","Phils Creek","STREAM","intermittent",1311.522268385
"878","Battle Branch","STREAM","perennial",144.090415305377
"879","Phils Creek","STREAM","perennial",1698.27568176814
"880","Shetley Branch","STREAM","intermittent",1742.48762176177
"881","Battle Branch","STREAM","perennial",264.691413750365
